name,MMSI,flag,flag translated,GFW vessel type,GFW gear type,hours,vesselId,dataset
Phoenix,366946000,USA,United States of America,Fishing,Trawler,168.89195702944437,77ca7b27b-b0b9-3cae-4241-c26a07e7b461,public-global-vessel-identity:v3.0
Leslie Lee,338603000,USA,United States of America,Fishing,Trawler,160.37049549722212,ffd866dd7-7f97-7cab-60a2-46d52b006e89,public-global-vessel-identity:v3.0
Predator,368565000,USA,United States of America,Fishing,Trawler,147.8570963888889,edae4cd05-50b0-1691-27b2-67c10efe1418,public-global-vessel-identity:v3.0
Marathon,367085290,USA,United States of America,Fishing,Trawler,146.99935602027776,e7e88d830-0001-9d67-5620-ac72876ef65f,public-global-vessel-identity:v3.0
Arctic Storm,368555000,USA,United States of America,Fishing,Trawler,142.38749999999996,e05594fb2-20f2-3aba-083a-44be954535d2,public-global-vessel-identity:v3.0
Island Enterprise,368037000,USA,United States of America,Fishing,Trawler,141.37808333333336,c7e7f3ac5-55a1-072d-9dd6-e1ad6514f94c,public-global-vessel-identity:v3.0
Miss Sue,366207630,USA,United States of America,Fishing,Trawler,132.71806111111118,39d154947-7b8a-12f6-9bd3-cf5040134c25,public-global-vessel-identity:v3.0
Miss-Sarah,368206000,USA,United States of America,Fishing,Trawler,116.68893617388889,450f24d03-3933-5933-177e-956425510f8d,public-global-vessel-identity:v3.0
Western Seas,367384040,USA,United States of America,Fishing,Fishing,115.50944444444445,553183c7f-f587-9091-7ef6-c9f9029ee47c,public-global-vessel-identity:v3.0
Mandy J,367664180,USA,United States of America,Fishing,Trawler,114.7558305555556,3bb7cece7-74fb-e5ee-4a64-e73fdf4960b0,public-global-vessel-identity:v3.0
Winona J,367664510,USA,United States of America,Fishing,Trawler,112.95052499999998,40fb2fd55-51af-87a7-c2fc-a1270ebce353,public-global-vessel-identity:v3.0
Cap Elza,367701130,USA,United States of America,Fishing,Trawler,103.92753611111111,e3cee92bf-f477-e94a-1125-51e450064f2e,public-global-vessel-identity:v3.0
Pegasus,368572000,USA,United States of America,Fishing,Trawler,103.37322497638888,29dc546a1-1a7f-e828-624e-404e686ca074,public-global-vessel-identity:v3.0
Coast Pride3333,367356180,USA,United States of America,Fishing,Fishing,102.15166666666664,9e50b8064-4c1d-c277-6f49-e1aa66c3c4f5,public-global-vessel-identity:v3.0
American Triumph,366047000,USA,United States of America,Fishing,Trawler,97.80280471833333,9cd111a46-6768-574b-61c2-a766c548b7bd,public-global-vessel-identity:v3.0
Excalibur,367664560,USA,United States of America,Fishing,Trawler,94.32723163055562,a008da33f-fcb9-e953-1ee5-f0e7046bd69c,public-global-vessel-identity:v3.0
Arctic Fjord,366860000,USA,United States of America,Fishing,Trawler,93.68093330333332,01c796c24-42a6-5932-8f05-702800cfafec,public-global-vessel-identity:v3.0
Ossian,366773410,USA,United States of America,Fishing,Trawler,81.62159722222223,a30ac482e-e863-001e-346f-7e9e4dc62ebe,public-global-vessel-identity:v3.0
Tauny Ann,367019070,USA,United States of America,Fishing,Fishing,78.86819676944445,242fa3fbf-fa03-eb47-5855-f0880b8e7acf,public-global-vessel-identity:v3.0
Seadawn,367372000,USA,United States of America,Fishing,Trawler,68.01476512722223,ed088ba72-243a-b3ed-fb66-3790930cfab4,public-global-vessel-identity:v3.0
Ms Julie,366842490,USA,United States of America,Fishing,Trawler,67.97746666666667,3fa7d72ec-c7f5-663a-3efc-cec50a8b0127,public-global-vessel-identity:v3.0
Nordic Fury,366978060,USA,United States of America,Fishing,Trawler,65.3985527777778,79d7c1cb7-7453-f606-3585-f5f2c680e84b,public-global-vessel-identity:v3.0
Jeanette Marrie,367335360,USA,United States of America,Fishing,Trawler,60.612594444444454,e2a926af2-25d3-524b-3a61-79b104450645,public-global-vessel-identity:v3.0
Taryn Rose,367473740,USA,United States of America,Fishing,Set longline,52.78011944444445,7104aca3c-c586-8788-5af6-8f2c9086c249,public-global-vessel-identity:v3.0
Pacific Ram,338494100,USA,United States of America,Fishing,Trawler,52.599361460000004,4a768058a-a4b8-35c3-27c7-4c0eee5ae936,public-global-vessel-identity:v3.0
Ocean Hunter,367638480,USA,United States of America,Fishing,Trawler,47.641825,a77bf9611-136e-74f8-3636-43ecc219360e,public-global-vessel-identity:v3.0
Michele Ann,367331060,USA,United States of America,Fishing,Fishing,46.923202777777774,e3ac855ed-d0da-f025-3d9f-6651cb921fd5,public-global-vessel-identity:v3.0
Bernadette,366233570,USA,United States of America,Fishing,Trawler,46.83256944444445,454a28f85-56e4-93cb-efa6-ff786439e8da,public-global-vessel-identity:v3.0
Carter Jon,366969110,USA,United States of America,Fishing,Fishing,45.776944444444446,0f0f911f6-6dcc-0199-d463-a0e51ea46a03,public-global-vessel-identity:v3.0
Last Straw,366245070,USA,United States of America,Fishing,Trawler,41.58111111111111,ab1f9d1fb-bafe-e542-b0f2-a41d6c5bb85b,public-global-vessel-identity:v3.0
Dusk,366744320,USA,United States of America,Fishing,Trawler,39.19515,0da11ca87-7b04-66e1-8fdc-745e0a82a570,public-global-vessel-identity:v3.0
Lady Hellen,367704820,USA,United States of America,Fishing,Fishing,38.13805555555555,90ef968a6-6cae-e46e-8fb1-85a3cfb5d275,public-global-vessel-identity:v3.0
Pacific,366207650,USA,United States of America,Fishing,Trawler,37.120047222222226,7656e7e08-8d6f-76a2-9ba1-cc788aac94da,public-global-vessel-identity:v3.0
Coho,367331760,USA,United States of America,Fishing,Trawler,29.361650000000008,23f8d2c62-2a1e-d203-5be1-7fcc324f1c9b,public-global-vessel-identity:v3.0
Pacifc Surveyor,367490280,USA,United States of America,Fishing,Fishing,29.157222222222217,bcccb1e9a-a147-8253-523b-b69743edcb0c,public-global-vessel-identity:v3.0
Texas Lady,367721920,USA,United States of America,Fishing,Trawler,29.097408333333334,ebe502ca4-4628-80fe-65b0-c5d9b309609d,public-global-vessel-identity:v3.0
Galway Bay,367320010,USA,United States of America,Fishing,Trawler,26.52462777777778,d30f480d3-35cc-54e7-91f9-41b9528296cc,public-global-vessel-identity:v3.0
Noahs Ark,366934770,USA,United States of America,Fishing,Trawler,25.262752777777788,e5943e3b0-0a33-28ca-3e67-1015e6f305c8,public-global-vessel-identity:v3.0
Stormie C,367635760,USA,United States of America,Fishing,Fishing,23.710833333333333,fee5610c9-94b5-f009-f6d5-700b7f35fb79,public-global-vessel-identity:v3.0
Ms Julie,366842490,USA,United States of America,Fishing,Trawler,22.85928611111111,f8949b9b3-3ece-8bfa-cc04-5187c799be58,public-global-vessel-identity:v3.0
Anona Kay,367157650,USA,United States of America,Fishing,Fishing,21.503052777777775,8185e01ce-e9b9-c27d-3546-0d7e5eac4cbc,public-global-vessel-identity:v3.0
Golden Alaska,338132000,USA,United States of America,Fishing,Trawler,16.59822050111111,e212d01d3-3845-c217-3651-cee13060594a,public-global-vessel-identity:v3.0
Prolifik,367680750,USA,United States of America,Fishing,Trawler,15.99448611111111,1fc3e0258-847d-3dbd-1b5b-2717844b6c7c,public-global-vessel-identity:v3.0
Bay Islander,367707330,USA,United States of America,Fishing,Trawler,15.614722222222223,b8701df7a-ae67-e93e-fcb3-886e9beb8f71,public-global-vessel-identity:v3.0
Raven,367774000,USA,United States of America,Fishing,Trawler,15.5437335825,2a4e096d4-4b9e-b3e3-01bd-585e21eaccbd,public-global-vessel-identity:v3.0
Dynamik,366806770,USA,United States of America,Fishing,Trawler,13.81027777777778,826b3c708-8a3a-7273-01ad-a02ad25a09bb,public-global-vessel-identity:v3.0
Jaka-B,367673240,USA,United States of America,Fishing,Fishing,13.050377777777777,e6b56d0d0-0172-8361-1e79-07f6aa4dc98a,public-global-vessel-identity:v3.0
Heidi Sue,367673610,USA,United States of America,Fishing,Troller,12.631666666666668,a2493ac4b-b1bb-6d2a-44eb-6f2f02d4a3f4,public-global-vessel-identity:v3.0
Patriot,367616260,USA,United States of America,Fishing,Trawler,12.546944444444444,05e9d2d1a-a955-f537-03fa-bd3971478751,public-global-vessel-identity:v3.0
Dauntless,367307320,USA,United States of America,Fishing,Trawler,12.380799999999999,ae864ef88-8960-1e24-769e-70a6bb2d5037,public-global-vessel-identity:v3.0
Westernbreeze,367408970,USA,United States of America,Fishing,Trawler,12.059097222222222,1ae4c7d63-33ea-99bf-6cd7-737c952dbf67,public-global-vessel-identity:v3.0
Cape Foulweather,367134190,USA,United States of America,Fishing,Trawler,11.634166666666665,4daca5a71-1a9d-3520-13d2-0e8be05f4571,public-global-vessel-identity:v3.0
F/V Libra,367174580,USA,United States of America,Fishing,Fishing,11.480636111111112,b7c675bdf-f58a-4145-82da-3eeff364e495,public-global-vessel-identity:v3.0
Sarah Belle,367584940,USA,United States of America,Fishing,Trawler,10.973972222222223,58821e784-4f7e-e55c-f2ac-199d5b1ed5b1,public-global-vessel-identity:v3.0
Northern Ram,368371000,USA,United States of America,Fishing,Trawler,9.252688888888889,b32f754a6-68af-87a8-4102-e25b4442e462,public-global-vessel-identity:v3.0
Unknown vessel,338104000,USA,United States of America,Fishing,Other purse seines,8.920555555555556,5c072270c-cd6c-94ce-ce44-ab0c7067d1de,public-global-vessel-identity:v3.0
Skookumchuck Pisces,367499870,USA,United States of America,Fishing,Fishing,6.928333333333334,ef6af73bb-bf8c-1d9b-b265-540fa9dc3d35,public-global-vessel-identity:v3.0
Leann,367537410,USA,United States of America,Fishing,Troller,5.932499999999999,ad5f36b8a-a676-605f-fbb6-4edde5595830,public-global-vessel-identity:v3.0
Southern Seas,367683710,USA,United States of America,Fishing,Fishing,4.703280555555556,06c9c5a11-1573-c299-8cf2-11969b4bb13f,public-global-vessel-identity:v3.0
Cape Foulweather,367134190,USA,United States of America,Fishing,Trawler,4.621944444444444,1ce8804fc-cf5a-b8d2-71bc-f123ced5b970,public-global-vessel-identity:v3.0
Loui M,367575760,USA,United States of America,Fishing,Other purse seines,4.594722222222222,d4f522953-3eec-79ae-1347-fd04ee372478,public-global-vessel-identity:v3.0
Pearl J,367412590,USA,United States of America,Fishing,Fishing,4.295161111111112,3b924ae7d-dab5-2c3f-7329-4e9cba764410,public-global-vessel-identity:v3.0
Peso II,367020280,USA,United States of America,Fishing,Fishing,3.703888888888889,a470623cf-f064-6228-fcbc-bf694facb079,public-global-vessel-identity:v3.0
Lady Renee,366723610,USA,United States of America,Fishing,Fishing,2.608188888888889,7dfc1d8ec-ce21-1a42-c20a-2850e2dcd816,public-global-vessel-identity:v3.0
Timmy Boy,367500440,USA,United States of America,Fishing,Fishing,1.9316666666666666,a88520a67-70f3-0ac9-094e-c9baaeb430d0,public-global-vessel-identity:v3.0
Faith II,367060690,USA,United States of America,Fishing,Fishing,0.7172555555555555,e68028ba9-97e7-2371-1c5a-a110ca070e0a,public-global-vessel-identity:v3.0
Vigorous,367349810,USA,United States of America,Fishing,Set longline,0.5463888888888888,8a2ff3b82-280d-7de0-e5b6-926a50853acc,public-global-vessel-identity:v3.0
