name,MMSI,flag,flag translated,GFW vessel type,GFW gear type,hours,vesselId,dataset
Catalyst,367531350,USA,United States of America,Fishing,Fishing,22.97583333333333,79174cefe-ee6f-81ed-b919-86e10e6a7ca2,public-global-vessel-identity:v3.0
Pearl J,367412590,USA,United States of America,Fishing,Fishing,22.31472222222222,3b924ae7d-dab5-2c3f-7329-4e9cba764410,public-global-vessel-identity:v3.0
Golden Alaska,338132000,USA,United States of America,Fishing,Trawler,22.095000000000002,e212d01d3-3845-c217-3651-cee13060594a,public-global-vessel-identity:v3.0
Pisces,367555720,USA,United States of America,Fishing,Set gillnet,21.448888888888888,4a65905e3-3761-0276-a31e-7f011acf2449,public-global-vessel-identity:v3.0
New Life,367388280,USA,United States of America,Fishing,Trawler,17.909166666666668,3926fd4ed-dc74-38b6-e1c6-27f3a0672ccd,public-global-vessel-identity:v3.0
Coast Pride3333,367356180,USA,United States of America,Fishing,Fishing,14.631388888888887,9e50b8064-4c1d-c277-6f49-e1aa66c3c4f5,public-global-vessel-identity:v3.0
Vigorous,367349810,USA,United States of America,Fishing,Set longline,14.500277777777777,8a2ff3b82-280d-7de0-e5b6-926a50853acc,public-global-vessel-identity:v3.0
Leslie Lee,338603000,USA,United States of America,Fishing,Trawler,14.450000000000001,ffd866dd7-7f97-7cab-60a2-46d52b006e89,public-global-vessel-identity:v3.0
Arctic Fjord,366860000,USA,United States of America,Fishing,Trawler,13.97916666666667,01c796c24-42a6-5932-8f05-702800cfafec,public-global-vessel-identity:v3.0
Western Seas,367384040,USA,United States of America,Fishing,Fishing,11.586944444444446,bfa7d8213-35d6-c4fa-73e8-daa59bde17e3,public-global-vessel-identity:v3.0
Peso II,367020280,USA,United States of America,Fishing,Fishing,10.383333333333333,127a76737-75a8-ccf9-8f97-4507b37f7871,public-global-vessel-identity:v3.0
Western   Dawn,366264360,USA,United States of America,Fishing,Trawler,9.345277777777778,a3fcbc13b-b33b-b836-ef35-14e94f148e73,public-global-vessel-identity:v3.0
Lodestar,368156790,USA,United States of America,Fishing,Troller,8.809444444444443,d260ba7ad-d566-1fd1-ba42-9f1f84b57f46,public-global-vessel-identity:v3.0
Noahs Ark,366934770,USA,United States of America,Fishing,Trawler,8.772499999999999,e5943e3b0-0a33-28ca-3e67-1015e6f305c8,public-global-vessel-identity:v3.0
Arctic Storm,368555000,USA,United States of America,Fishing,Trawler,7.60888888888889,e05594fb2-20f2-3aba-083a-44be954535d2,public-global-vessel-identity:v3.0
Alecat,367535010,USA,United States of America,Fishing,Troller,7.260277777777778,72fbbec6f-f27f-b284-2bb1-8d56d9282171,public-global-vessel-identity:v3.0
Blue Dolphin,367059190,USA,United States of America,Fishing,Inconclusive,6.633055555555556,1fa6143d8-8a1a-f025-9159-78a697ab8274,public-global-vessel-identity:v3.0
Sea Clipper,366765940,USA,United States of America,Fishing,Trawler,5.808888888888888,612485d68-8e22-ed6a-1650-ab89009cf373,public-global-vessel-identity:v3.0
Sarah Belle,367584940,USA,United States of America,Fishing,Trawler,4.825555555555556,58821e784-4f7e-e55c-f2ac-199d5b1ed5b1,public-global-vessel-identity:v3.0
Searcher 1,366831470,USA,United States of America,Fishing,Trawler,3.7577777777777777,445280d4a-a3d8-0743-3b98-a0a0f901752c,public-global-vessel-identity:v3.0
Seadawn,367372000,USA,United States of America,Fishing,Trawler,3.4136111111111114,ed088ba72-243a-b3ed-fb66-3790930cfab4,public-global-vessel-identity:v3.0
Winona J,367664510,USA,United States of America,Fishing,Trawler,2.4861111111111116,40fb2fd55-51af-87a7-c2fc-a1270ebce353,public-global-vessel-identity:v3.0
Patriot,367616260,USA,United States of America,Fishing,Trawler,1.9744444444444444,05e9d2d1a-a955-f537-03fa-bd3971478751,public-global-vessel-identity:v3.0
F/V Jacqueline L.,368174080,USA,United States of America,Fishing,Troller,1.8172222222222223,304468886-6779-9747-031d-86b4be15a649,public-global-vessel-identity:v3.0
F/V Libra,367174580,USA,United States of America,Fishing,Fishing,1.8036111111111108,c71f9262c-cb2b-8c81-b6f4-31081cef2c3a,public-global-vessel-identity:v3.0
Lisa Marie,367561000,USA,United States of America,Fishing,Fishing,1.0002777777777776,1582478c6-625c-0f3f-34c0-d21c6f6011c2,public-global-vessel-identity:v3.0
Nicole Marie,368652000,USA,United States of America,Fishing,Fishing,0.3086111111111111,f24e9e23c-c9ea-ffd2-acf4-c8bcae2a6197,public-global-vessel-identity:v3.0
Arctic Ram,366408250,USA,United States of America,Fishing,Trawler,0.15444444444444444,20a7fbc47-739f-b066-840b-f87a7fbb8240,public-global-vessel-identity:v3.0
