name,MMSI,flag,flag translated,GFW vessel type,GFW gear type,hours,vesselId,dataset
Island Enterprise,368037000,USA,United States of America,Fishing,Trawler,146.73416666666668,c7e7f3ac5-55a1-072d-9dd6-e1ad6514f94c,public-global-vessel-identity:v3.0
Ms Julie,366842490,USA,United States of America,Fishing,Trawler,134.89249999999998,e3f17619f-fd7f-1a00-0714-a24cb5fdffe1,public-global-vessel-identity:v3.0
Texas Lady,367721920,USA,United States of America,Fishing,Trawler,134.03611111111118,53f8f2ab3-3e51-38b3-3d93-8993ea1aa346,public-global-vessel-identity:v3.0
Miss-Sarah,368206000,USA,United States of America,Fishing,Trawler,121.64083333333332,450f24d03-3933-5933-177e-956425510f8d,public-global-vessel-identity:v3.0
Seattle Enterprise,369604000,USA,United States of America,Fishing,Trawler,107.43249999999998,b327de70e-e0d9-5cf0-0c6e-92a902fc55bb,public-global-vessel-identity:v3.0
Mandy J,367147830,USA,United States of America,Fishing,Trawler,104.26416666666667,c47928cc8-8574-d955-7270-f7209e938bd0,public-global-vessel-identity:v3.0
Pacific Glacier,366946000,USA,United States of America,Fishing,Trawler,103.9319444444445,e5eb73df7-7c19-2810-1f9e-69647e59ca01,public-global-vessel-identity:v3.0
American Dynasty,368272000,USA,United States of America,Fishing,Trawler,103.34055555555555,60b6acf5e-e5f7-e7d9-fbd3-e663107983e2,public-global-vessel-identity:v3.0
Westernbreeze,367408970,USA,United States of America,Fishing,Trawler,95.69388888888884,1ae4c7d63-33ea-99bf-6cd7-737c952dbf67,public-global-vessel-identity:v3.0
Bernadette,366233570,USA,United States of America,Fishing,Trawler,89.34333333333333,454a28f85-56e4-93cb-efa6-ff786439e8da,public-global-vessel-identity:v3.0
Kodiak Enterprise,368038000,USA,United States of America,Fishing,Trawler,79.59083333333334,021512b04-4abb-120f-21bd-47f6d55f8e23,public-global-vessel-identity:v3.0
Sea Storm,367078130,USA,United States of America,Fishing,Other,71.97472222222218,aa1097a18-83d5-5759-82a5-f3f37e86db6f,public-global-vessel-identity:v3.0
Pacific Ram,338494100,USA,United States of America,Fishing,Trawler,68.00722222222221,4a768058a-a4b8-35c3-27c7-4c0eee5ae936,public-global-vessel-identity:v3.0
Pacific Challenger,367326360,USA,United States of America,Fishing,Trawler,68.00527777777776,c50c30625-50b2-06ad-108e-58de59e7dcda,public-global-vessel-identity:v3.0
F/V Excalibur,366804620,USA,United States of America,Fishing,Trawler,64.5013888888889,5483bdee5-5fbc-4416-3528-96620cd4b635,public-global-vessel-identity:v3.0
Ossian,366773410,USA,United States of America,Fishing,Trawler,60.421944444444435,a30ac482e-e863-001e-346f-7e9e4dc62ebe,public-global-vessel-identity:v3.0
Pacific Cloud,367373730,USA,United States of America,Fishing,Fishing,58.506666666666675,76f6dbaf2-27a5-ac73-6020-5d75442240ab,public-global-vessel-identity:v3.0
Ocean Invictus,367700050,USA,United States of America,Fishing,Trawler,53.464999999999996,74341c2b3-32dc-8fcd-c283-1a5ebcd6c621,public-global-vessel-identity:v3.0
Noahs Ark,366934770,USA,United States of America,Fishing,Trawler,52.21638888888889,e9fcd74b7-7545-b6b3-2839-74eafececa59,public-global-vessel-identity:v3.0
Lady Law,367084010,USA,United States of America,Fishing,Trawler,48.75527777777779,1aa24e054-4ef5-f0de-da96-0bff6afcba3b,public-global-vessel-identity:v3.0
Northern Ram,368371000,USA,United States of America,Fishing,Trawler,48.714722222222214,ab69249e7-78fc-8d64-0f7b-f18d732d0814,public-global-vessel-identity:v3.0
American Triumph,366047000,USA,United States of America,Fishing,Trawler,46.41722222222223,f07e012d6-61de-ffa0-6c07-c90b220c4193,public-global-vessel-identity:v3.0
Kaya C,367595030,USA,United States of America,Fishing,Fishing,45.03222222222223,485872a89-9b7c-7947-d528-40e7e2f61ded,public-global-vessel-identity:v3.0
Anona Kay,367157650,USA,United States of America,Fishing,Fishing,40.23250000000001,8185e01ce-e9b9-c27d-3546-0d7e5eac4cbc,public-global-vessel-identity:v3.0
Coast Pride3333,367356180,USA,United States of America,Fishing,Fishing,39.745000000000005,9e50b8064-4c1d-c277-6f49-e1aa66c3c4f5,public-global-vessel-identity:v3.0
Pegasus,368572000,USA,United States of America,Fishing,Trawler,38.52416666666666,0ab88698d-dbc4-a7a8-6d52-f8b79fd69986,public-global-vessel-identity:v3.0
Alaska Ocean,368293000,USA,United States of America,Fishing,Trawler,36.295277777777784,31d72d38d-d3b8-652b-62ce-d5f487dff294,public-global-vessel-identity:v3.0
F/V Coho,368319000,USA,United States of America,Fishing,Trawler,35.518055555555556,98415d7a1-152b-8047-ea18-6cceb8db0d41,public-global-vessel-identity:v3.0
Bayislander,367086760,USA,United States of America,Fishing,Trawler,32.838333333333324,340db2eec-ccb1-23c7-97fc-1a36a14901f9,public-global-vessel-identity:v3.0
Pacific,366207650,USA,United States of America,Fishing,Trawler,30.126666666666665,fb0ff83f8-8cda-5ebd-41ed-80fffd40aa06,public-global-vessel-identity:v3.0
Haida,366355000,USA,United States of America,Fishing,Inconclusive,30.040277777777774,688d5f0b1-14d6-25e8-8e11-37b047e2391d,public-global-vessel-identity:v3.0
Raven,367774000,USA,United States of America,Fishing,Trawler,29.959166666666665,17637d0a4-474a-886e-5e8f-0eedf8bc1d6e,public-global-vessel-identity:v3.0
Last.Straw,366245070,USA,United States of America,Fishing,Trawler,22.141944444444444,f9c015f21-19a6-9f1d-fd35-c4a96ed2fcf3,public-global-vessel-identity:v3.0
Zora Belle,369501000,USA,United States of America,Fishing,Fishing,22.06861111111111,37d80be97-7ec1-917b-b8a6-b33593af9037,public-global-vessel-identity:v3.0
Day Star,367402670,USA,United States of America,Fishing,Troller,21.463888888888885,468657259-98fe-9591-befd-aad2fe5ad49b,public-global-vessel-identity:v3.0
Prospector,367428110,USA,United States of America,Fishing,Trawler,20.49416666666666,0203066e4-4f99-c97a-7b94-0e85d42e257a,public-global-vessel-identity:v3.0
Sea Clipper,366765940,USA,United States of America,Fishing,Trawler,20.489722222222223,97ff00821-12e0-660c-2f5f-36a18adba1ae,public-global-vessel-identity:v3.0
Cape Foulweather,367134190,USA,United States of America,Fishing,Trawler,19.698611111111113,4daca5a71-1a9d-3520-13d2-0e8be05f4571,public-global-vessel-identity:v3.0
Northern Eagle,368085000,USA,United States of America,Fishing,Trawler,19.547777777777775,a401e743a-a6e5-5102-c90e-c52bdcadddb1,public-global-vessel-identity:v3.0
Galway Bay,367320010,USA,United States of America,Fishing,Trawler,17.35611111111111,d30f480d3-35cc-54e7-91f9-41b9528296cc,public-global-vessel-identity:v3.0
Jeanette Marrie,367335360,USA,United States of America,Fishing,Trawler,15.56,e2a926af2-25d3-524b-3a61-79b104450645,public-global-vessel-identity:v3.0
Peso II,367020280,USA,United States of America,Fishing,Fishing,13.439444444444444,127a76737-75a8-ccf9-8f97-4507b37f7871,public-global-vessel-identity:v3.0
Prospector,367428110,USA,United States of America,Fishing,Trawler,11.966111111111111,dfe4f0a8a-a985-ab9e-f1b0-bc00037b4b99,public-global-vessel-identity:v3.0
Cap Elza,367701130,USA,United States of America,Fishing,Trawler,11.662222222222223,e3cee92bf-f477-e94a-1125-51e450064f2e,public-global-vessel-identity:v3.0
Perseverance,367618000,USA,United States of America,Fishing,Trawler,9.45638888888889,7e99a8fba-aa09-3c2c-c1eb-6d420c49318f,public-global-vessel-identity:v3.0
Stormie C,367635760,USA,United States of America,Fishing,Fishing,9.038888888888888,fee5610c9-94b5-f009-f6d5-700b7f35fb79,public-global-vessel-identity:v3.0
Pearl J,367412590,USA,United States of America,Fishing,Fishing,8.6075,3b924ae7d-dab5-2c3f-7329-4e9cba764410,public-global-vessel-identity:v3.0
Pacific Hooker,367176750,USA,United States of America,Fishing,Trawler,7.270277777777778,1bde8f782-2aa0-296a-3522-e434046e922e,public-global-vessel-identity:v3.0
Tauny Ann,367019070,USA,United States of America,Fishing,Fishing,7.0375,242fa3fbf-fa03-eb47-5855-f0880b8e7acf,public-global-vessel-identity:v3.0
Shellfish,366950140,USA,United States of America,Fishing,Fishing,6.7524999999999995,6e843ccfb-b5bd-61e3-bab4-f1a093ffec66,public-global-vessel-identity:v3.0
Kaya C,367595030,USA,United States of America,Fishing,Fishing,5.9125,6bc341851-1ae1-8bdd-d691-e91bf7c031ba,public-global-vessel-identity:v3.0
Major,367150410,USA,United States of America,Fishing,Set longline,5.390833333333334,659fead72-2396-32a3-b7b8-9ef2dae09e4c,public-global-vessel-identity:v3.0
F/V Chellissa,367162190,USA,United States of America,Fishing,Trawler,4.893055555555556,379609065-58e8-2b44-7cf0-e4693447d301,public-global-vessel-identity:v3.0
Pacific Cloud,367373730,USA,United States of America,Fishing,Fishing,4.788333333333333,43fc0da9f-f72e-9c8c-7813-d894a2cb0e9a,public-global-vessel-identity:v3.0
Longfin,367028360,USA,United States of America,Fishing,Troller,4.697777777777778,5df632fbd-d37a-7a87-60b1-fd08c58b55cb,public-global-vessel-identity:v3.0
Searcher 1,366831470,USA,United States of America,Fishing,Trawler,2.3419444444444446,445280d4a-a3d8-0743-3b98-a0a0f901752c,public-global-vessel-identity:v3.0
Ocean Phoenix,316007876,CAN,Canada,Fishing,Troller,2.183611111111111,cb41be3b1-15a1-f811-260a-c184989f54a2,public-global-vessel-identity:v3.0
Royal Mariner,367499170,USA,United States of America,Fishing,Trawler,1.8741666666666668,3ede3d012-2665-bc74-4152-c8fd749db094,public-global-vessel-identity:v3.0
Royal Mariner,367499170,USA,United States of America,Fishing,Trawler,1.2016666666666667,58ebc54c5-59c8-9f25-fae5-22047541b289,public-global-vessel-identity:v3.0
Major Steppen Stone,367651850,USA,United States of America,Fishing,Troller,0.9586111111111111,b635e31b1-12b6-8c9f-6187-18fe94024dc6,public-global-vessel-identity:v3.0
Faith II,367060690,USA,United States of America,Fishing,Fishing,0.9177777777777778,e68028ba9-97e7-2371-1c5a-a110ca070e0a,public-global-vessel-identity:v3.0
Peso II,367020280,USA,United States of America,Fishing,Fishing,0.6666666666666666,057c0ac26-6722-cf4e-23b3-79164673a6e6,public-global-vessel-identity:v3.0
Pacifc Surveyor,367490280,USA,United States of America,Fishing,Fishing,0,bcccb1e9a-a147-8253-523b-b69743edcb0c,public-global-vessel-identity:v3.0
