name,MMSI,flag,flag translated,GFW vessel type,GFW gear type,hours,vesselId,dataset
Ocean Rover,368032000,USA,United States of America,Fishing,Trawler,112.67249999999997,0b4bdcc68-8086-7e9a-a82d-75057af1e460,public-global-vessel-identity:v3.0
Nordic Fury,366978060,USA,United States of America,Fishing,Trawler,111.41333333333334,79d7c1cb7-7453-f606-3585-f5f2c680e84b,public-global-vessel-identity:v3.0
Celtic Aire,367638580,USA,United States of America,Fishing,Fishing,110.80111111111113,256366c8c-c96e-304a-60c6-52bcbea499e3,public-global-vessel-identity:v3.0
Mandy J,367147830,USA,United States of America,Fishing,Trawler,100.85416666666667,c47928cc8-8574-d955-7270-f7209e938bd0,public-global-vessel-identity:v3.0
Mark I,303636000,USA,United States of America,Fishing,Trawler,98.19416666666666,f7a79cf89-9fa8-93c7-5b74-b2ae8aaee39f,public-global-vessel-identity:v3.0
Excellence,338162000,USA,United States of America,Fishing,Trawler,84.42416666666664,f4c37b1e1-14cd-40b6-80ad-9a41580169fd,public-global-vessel-identity:v3.0
Pacific,366207650,USA,United States of America,Fishing,Trawler,78.49666666666668,fb0ff83f8-8cda-5ebd-41ed-80fffd40aa06,public-global-vessel-identity:v3.0
Golden Alaska,338132000,USA,United States of America,Fishing,Trawler,75.9172222222222,e212d01d3-3845-c217-3651-cee13060594a,public-global-vessel-identity:v3.0
Catalyst,367531350,USA,United States of America,Fishing,Fishing,72.37333333333335,79174cefe-ee6f-81ed-b919-86e10e6a7ca2,public-global-vessel-identity:v3.0
Pegasus,368572000,USA,United States of America,Fishing,Trawler,67.94000000000001,0ab88698d-dbc4-a7a8-6d52-f8b79fd69986,public-global-vessel-identity:v3.0
Western Seas,367384040,USA,United States of America,Fishing,Fishing,67.07027777777779,553183c7f-f587-9091-7ef6-c9f9029ee47c,public-global-vessel-identity:v3.0
Mary C,367391709,USA,United States of America,Fishing,Fishing,65.75222222222222,ad47bfdbf-f070-117c-6510-1944c24b7fdc,public-global-vessel-identity:v3.0
Northern Ram,368371000,USA,United States of America,Fishing,Trawler,61.310555555555545,9737f41cb-b561-e045-124f-a2b6202a89c9,public-global-vessel-identity:v3.0
Coast Pride3333,367356180,USA,United States of America,Fishing,Fishing,60.26972222222221,9e50b8064-4c1d-c277-6f49-e1aa66c3c4f5,public-global-vessel-identity:v3.0
Searcher 1,366831470,USA,United States of America,Fishing,Trawler,59.965,f498ec327-7add-1c2d-6053-a02e3de440d5,public-global-vessel-identity:v3.0
Dusk,366744320,USA,United States of America,Fishing,Trawler,59.88055555555556,3b050aeb8-8e91-303c-d249-266cd1a11252,public-global-vessel-identity:v3.0
Native Dawn,316281000,CAN,Canada,Fishing,Troller,59.066944444444445,8e2eb07b9-95b4-f9bb-aa39-2d3ddaddbb51,public-global-vessel-identity:v3.0
American Triumph,366047000,USA,United States of America,Fishing,Trawler,50.59000000000001,f07e012d6-61de-ffa0-6c07-c90b220c4193,public-global-vessel-identity:v3.0
Bernadette,366233570,USA,United States of America,Fishing,Trawler,50.11722222222221,454a28f85-56e4-93cb-efa6-ff786439e8da,public-global-vessel-identity:v3.0
Pacific Dove,367171980,USA,United States of America,Fishing,Fishing,48.663888888888884,dcc11c79c-c22b-bab5-2178-8cc37d0867f0,public-global-vessel-identity:v3.0
Bay Islander,367707330,USA,United States of America,Fishing,Trawler,48.31583333333332,b8701df7a-ae67-e93e-fcb3-886e9beb8f71,public-global-vessel-identity:v3.0
Kaya C,367595030,USA,United States of America,Fishing,Fishing,46.85499999999999,485872a89-9b7c-7947-d528-40e7e2f61ded,public-global-vessel-identity:v3.0
Cape Foulweather,367134190,USA,United States of America,Fishing,Trawler,46.50972222222223,4daca5a71-1a9d-3520-13d2-0e8be05f4571,public-global-vessel-identity:v3.0
Pacific Ram,338494100,USA,United States of America,Fishing,Trawler,45.916666666666664,4a768058a-a4b8-35c3-27c7-4c0eee5ae936,public-global-vessel-identity:v3.0
Ms Julie,366842490,USA,United States of America,Fishing,Trawler,44.767222222222216,e3f17619f-fd7f-1a00-0714-a24cb5fdffe1,public-global-vessel-identity:v3.0
Ossian,366773410,USA,United States of America,Fishing,Trawler,43.055555555555536,a30ac482e-e863-001e-346f-7e9e4dc62ebe,public-global-vessel-identity:v3.0
Redeemer,367648240,USA,United States of America,Fishing,Fishing,42.68833333333334,f428e1bc4-4005-5f73-34b7-479ba77b5bc7,public-global-vessel-identity:v3.0
Faith II,367060690,USA,United States of America,Fishing,Fishing,39.13249999999999,e68028ba9-97e7-2371-1c5a-a110ca070e0a,public-global-vessel-identity:v3.0
Starbound,367161000,USA,United States of America,Fishing,Trawler,36.77416666666668,db1cfbee2-29bf-5e3b-e80a-a3a62792749a,public-global-vessel-identity:v3.0
Arctic Ram,366408250,USA,United States of America,Fishing,Trawler,36.24555555555555,b6793c6e7-7301-a12e-811f-f2b9dda53029,public-global-vessel-identity:v3.0
Jaka-B,367673240,USA,United States of America,Fishing,Fishing,35.19611111111111,e6b56d0d0-0172-8361-1e79-07f6aa4dc98a,public-global-vessel-identity:v3.0
Peso II,367020280,USA,United States of America,Fishing,Fishing,33.79083333333334,a470623cf-f064-6228-fcbc-bf694facb079,public-global-vessel-identity:v3.0
Tabitha,368094990,USA,United States of America,Fishing,Trawler,33.78694444444445,173c23b2d-d925-c021-2ea8-5ba2e75585f2,public-global-vessel-identity:v3.0
Excalibur,367664560,USA,United States of America,Fishing,Trawler,32.98166666666667,a008da33f-fcb9-e953-1ee5-f0e7046bd69c,public-global-vessel-identity:v3.0
Janice R,367713520,USA,United States of America,Fishing,Troller,30.718611111111112,a458bfb4b-b867-9d86-eff8-508db51dd5ee,public-global-vessel-identity:v3.0
Excalibur,368402000,USA,United States of America,Fishing,Fishing,26.35083333333333,ccc22c4ac-c4d6-d424-743a-66573260b94f,public-global-vessel-identity:v3.0
Raven,367774000,USA,United States of America,Fishing,Trawler,21.754444444444445,17637d0a4-474a-886e-5e8f-0eedf8bc1d6e,public-global-vessel-identity:v3.0
Major,367150410,USA,United States of America,Fishing,Set longline,20.63888888888889,659fead72-2396-32a3-b7b8-9ef2dae09e4c,public-global-vessel-identity:v3.0
Pacific,366207650,USA,United States of America,Fishing,Trawler,20.62194444444444,7656e7e08-8d6f-76a2-9ba1-cc788aac94da,public-global-vessel-identity:v3.0
Westernbreeze,367408970,USA,United States of America,Fishing,Trawler,15.278888888888888,1ae4c7d63-33ea-99bf-6cd7-737c952dbf67,public-global-vessel-identity:v3.0
Last.Straw,366245070,USA,United States of America,Fishing,Trawler,14.115555555555556,f9c015f21-19a6-9f1d-fd35-c4a96ed2fcf3,public-global-vessel-identity:v3.0
Tauny Ann,367019070,USA,United States of America,Fishing,Fishing,12.690555555555555,242fa3fbf-fa03-eb47-5855-f0880b8e7acf,public-global-vessel-identity:v3.0
Longfin,367028360,USA,United States of America,Fishing,Troller,11.882777777777777,5df632fbd-d37a-7a87-60b1-fd08c58b55cb,public-global-vessel-identity:v3.0
Apache,367629990,USA,United States of America,Fishing,Trawler,9.84361111111111,404137b6c-cdee-b6e3-b737-f13aeeebf2c4,public-global-vessel-identity:v3.0
Defiant,303679000,USA,United States of America,Fishing,Other purse seines,8.30861111111111,b21dc6973-3d24-d1bd-036e-c730bb70af98,public-global-vessel-identity:v3.0
Cap Elza,367701130,USA,United States of America,Fishing,Trawler,8.216944444444444,e3cee92bf-f477-e94a-1125-51e450064f2e,public-global-vessel-identity:v3.0
Ms Julie,366842490,USA,United States of America,Fishing,Trawler,7.708333333333333,3fa7d72ec-c7f5-663a-3efc-cec50a8b0127,public-global-vessel-identity:v3.0
Sea Storm,367709050,USA,United States of America,Fishing,Trawler,7.3563888888888895,618fcf273-3fd9-29c1-ec2b-09ad0f32c254,public-global-vessel-identity:v3.0
Little Joe,367318950,USA,United States of America,Fishing,Trawler,6.932777777777778,2aba11d84-42f0-7e83-b607-a72457640829,public-global-vessel-identity:v3.0
Pacifc Surveyor,367490280,USA,United States of America,Fishing,Fishing,6.525277777777778,c110721d5-5294-1318-5196-f5e913276c92,public-global-vessel-identity:v3.0
Western Seas,367384040,USA,United States of America,Fishing,Fishing,4.29,bfa7d8213-35d6-c4fa-73e8-daa59bde17e3,public-global-vessel-identity:v3.0
Lady Kaye,367153680,USA,United States of America,Fishing,Fishing,4.1258333333333335,53e42262a-a326-3aae-cb9a-50666c34cf81,public-global-vessel-identity:v3.0
Patriot,367616260,USA,United States of America,Fishing,Trawler,2.3180555555555555,05e9d2d1a-a955-f537-03fa-bd3971478751,public-global-vessel-identity:v3.0
338253498,338253498,USA,United States of America,Fishing,Troller,2.1333333333333333,696707fb1-1110-1112-2531-56d7d45ba7f7,public-global-vessel-identity:v3.0
Redeemer,367732850,USA,United States of America,Fishing,Troller,1.5038888888888888,20b641201-14f1-2c08-6410-69d3c919b2de,public-global-vessel-identity:v3.0
F/V Chellissa,367162190,USA,United States of America,Fishing,Trawler,1.1775,379609065-58e8-2b44-7cf0-e4693447d301,public-global-vessel-identity:v3.0
