name,MMSI,flag,flag translated,GFW vessel type,GFW gear type,hours,vesselId,dataset
Pacific Dynasty,366979610,USA,United States of America,Fishing,Fishing,96.76611111111112,daf5f4098-8f14-de2d-ad6b-cdd2836177f4,public-global-vessel-identity:v3.0
Wrangler,367170860,USA,United States of America,Fishing,Trawler,95.56833333333336,850eae8c1-1d0d-aafc-13e0-3a1f9e85473d,public-global-vessel-identity:v3.0
Miss Sue,366207630,USA,United States of America,Fishing,Trawler,90.03111111111106,39d154947-7b8a-12f6-9bd3-cf5040134c25,public-global-vessel-identity:v3.0
Mandy J,367147830,USA,United States of America,Fishing,Trawler,88.555,c47928cc8-8574-d955-7270-f7209e938bd0,public-global-vessel-identity:v3.0
Pegasus,368572000,USA,United States of America,Fishing,Trawler,85.44888888888889,0ab88698d-dbc4-a7a8-6d52-f8b79fd69986,public-global-vessel-identity:v3.0
Kodiak Enterprise,368038000,USA,United States of America,Fishing,Trawler,80.05722222222224,021512b04-4abb-120f-21bd-47f6d55f8e23,public-global-vessel-identity:v3.0
Ms Julie,366842490,USA,United States of America,Fishing,Trawler,78.10555555555557,e3f17619f-fd7f-1a00-0714-a24cb5fdffe1,public-global-vessel-identity:v3.0
Miss-Sarah,368206000,USA,United States of America,Fishing,Trawler,77.57194444444443,450f24d03-3933-5933-177e-956425510f8d,public-global-vessel-identity:v3.0
Perseverance,367618000,USA,United States of America,Fishing,Trawler,77.02444444444446,7e99a8fba-aa09-3c2c-c1eb-6d420c49318f,public-global-vessel-identity:v3.0
Muir Milach,367672390,USA,United States of America,Fishing,Trawler,73.96444444444444,4730b07a8-8377-06f2-24c0-79399bf2a64e,public-global-vessel-identity:v3.0
American Dynasty,368272000,USA,United States of America,Fishing,Trawler,72.54777777777777,60b6acf5e-e5f7-e7d9-fbd3-e663107983e2,public-global-vessel-identity:v3.0
Lisa Melinda,366738920,USA,United States of America,Fishing,Trawler,71.23916666666666,c05e6e833-36b9-e4ed-a1cd-718f83506fdc,public-global-vessel-identity:v3.0
Lady Hellen,367704820,USA,United States of America,Fishing,Fishing,66.67166666666667,90ef968a6-6cae-e46e-8fb1-85a3cfb5d275,public-global-vessel-identity:v3.0
Western Seas,367384040,USA,United States of America,Fishing,Fishing,65.78249999999998,553183c7f-f587-9091-7ef6-c9f9029ee47c,public-global-vessel-identity:v3.0
Arctic Storm,368555000,USA,United States of America,Fishing,Trawler,65.56555555555553,2485f32cd-de00-01ac-77a6-42898bad2804,public-global-vessel-identity:v3.0
Alaska Ocean,368293000,USA,United States of America,Fishing,Trawler,64.40500000000002,31d72d38d-d3b8-652b-62ce-d5f487dff294,public-global-vessel-identity:v3.0
Island Enterprise,368037000,USA,United States of America,Fishing,Trawler,63.43805555555556,c7e7f3ac5-55a1-072d-9dd6-e1ad6514f94c,public-global-vessel-identity:v3.0
Coast Pride3333,367356180,USA,United States of America,Fishing,Fishing,62.83305555555555,eabdafce3-3e24-7654-16c7-4b7839ced37c,public-global-vessel-identity:v3.0
Prospector,367428110,USA,United States of America,Fishing,Trawler,61.352222222222224,dfe4f0a8a-a985-ab9e-f1b0-bc00037b4b99,public-global-vessel-identity:v3.0
Sea Storm,367078130,USA,United States of America,Fishing,Other,60.993611111111086,aa1097a18-83d5-5759-82a5-f3f37e86db6f,public-global-vessel-identity:v3.0
Coast Pride3333,367356180,USA,United States of America,Fishing,Fishing,60.6563888888889,9e50b8064-4c1d-c277-6f49-e1aa66c3c4f5,public-global-vessel-identity:v3.0
Endeavor,367327250,USA,United States of America,Fishing,Troller,58.158611111111114,56a3f39a1-149b-14a7-0c58-0eeae99d3426,public-global-vessel-identity:v3.0
Raven,367774000,USA,United States of America,Fishing,Trawler,58.08916666666665,17637d0a4-474a-886e-5e8f-0eedf8bc1d6e,public-global-vessel-identity:v3.0
Swell Rider,367725050,USA,United States of America,Fishing,Trawler,57.65388888888888,2bdae5bf7-7850-fa1f-c174-02346fcbb65d,public-global-vessel-identity:v3.0
Nordic Star,367056452,USA,United States of America,Fishing,Trawler,57.07833333333334,0b0834471-1991-45db-b747-ef98c090ce5d,public-global-vessel-identity:v3.0
Lady Kaye,367153680,USA,United States of America,Fishing,Fishing,54.40666666666667,53e42262a-a326-3aae-cb9a-50666c34cf81,public-global-vessel-identity:v3.0
Pacific Ram,338494100,USA,United States of America,Fishing,Trawler,52.45861111111112,4a768058a-a4b8-35c3-27c7-4c0eee5ae936,public-global-vessel-identity:v3.0
Northern Ram,368371000,USA,United States of America,Fishing,Trawler,50.348888888888894,9737f41cb-b561-e045-124f-a2b6202a89c9,public-global-vessel-identity:v3.0
Calamari,367355270,USA,United States of America,Fishing,Trawler,49.94527777777778,e119b3dd9-9916-df90-d5c7-594c228eb2d5,public-global-vessel-identity:v3.0
Leslie Lee,338603000,USA,United States of America,Fishing,Trawler,49.27000000000001,74a6de0f8-83a4-5993-05cb-7081b541b386,public-global-vessel-identity:v3.0
Texas Lady,367721920,USA,United States of America,Fishing,Trawler,48.953055555555565,53f8f2ab3-3e51-38b3-3d93-8993ea1aa346,public-global-vessel-identity:v3.0
Ocean Rover,368032000,USA,United States of America,Fishing,Trawler,48.445277777777775,0b4bdcc68-8086-7e9a-a82d-75057af1e460,public-global-vessel-identity:v3.0
American Triumph,366047000,USA,United States of America,Fishing,Trawler,45.74916666666666,f07e012d6-61de-ffa0-6c07-c90b220c4193,public-global-vessel-identity:v3.0
Apache,367629990,USA,United States of America,Fishing,Trawler,45.26194444444446,404137b6c-cdee-b6e3-b737-f13aeeebf2c4,public-global-vessel-identity:v3.0
Bay Islander,367707330,USA,United States of America,Fishing,Trawler,44.948888888888895,32d1c6c73-31df-c4bd-564e-476621d59deb,public-global-vessel-identity:v3.0
F/V Excalibur,366804620,USA,United States of America,Fishing,Trawler,39.142222222222216,5483bdee5-5fbc-4416-3528-96620cd4b635,public-global-vessel-identity:v3.0
Northern Jaeger,366046000,USA,United States of America,Fishing,Trawler,35.2986111111111,23da84e61-13c8-8cd0-02bd-58f68120ca6c,public-global-vessel-identity:v3.0
Arctic Ram,366408250,USA,United States of America,Fishing,Trawler,33.839722222222214,b6793c6e7-7301-a12e-811f-f2b9dda53029,public-global-vessel-identity:v3.0
Kaya C,367595030,USA,United States of America,Fishing,Fishing,32.58472222222223,485872a89-9b7c-7947-d528-40e7e2f61ded,public-global-vessel-identity:v3.0
Jeanette Marrie,367335360,USA,United States of America,Fishing,Trawler,32.51861111111111,00bcba7c0-00e5-481a-13af-fb062f3a0305,public-global-vessel-identity:v3.0
Dusk,366744320,USA,United States of America,Fishing,Trawler,31.74888888888889,3b050aeb8-8e91-303c-d249-266cd1a11252,public-global-vessel-identity:v3.0
South Bay,367498220,USA,United States of America,Fishing,Trawler,30.82916666666666,d0c1ffdcb-bc96-fa33-57a8-a48c57550aa0,public-global-vessel-identity:v3.0
Westernbreeze,367408970,USA,United States of America,Fishing,Trawler,29.27055555555556,1ae4c7d63-33ea-99bf-6cd7-737c952dbf67,public-global-vessel-identity:v3.0
Alaska Ocean,368293000,USA,United States of America,Fishing,Trawler,27.891388888888894,1ea00063d-dec8-5259-30ec-4cf48dc1ed09,public-global-vessel-identity:v3.0
Redeemer,367648240,USA,United States of America,Fishing,Fishing,26.82888888888889,f428e1bc4-4005-5f73-34b7-479ba77b5bc7,public-global-vessel-identity:v3.0
Heidi Sue,367673610,USA,United States of America,Fishing,Troller,26.75472222222222,a2493ac4b-b1bb-6d2a-44eb-6f2f02d4a3f4,public-global-vessel-identity:v3.0
Noahs Ark,366934770,USA,United States of America,Fishing,Trawler,25.771388888888893,e9fcd74b7-7545-b6b3-2839-74eafececa59,public-global-vessel-identity:v3.0
Major,367150410,USA,United States of America,Fishing,Set longline,25.687499999999996,659fead72-2396-32a3-b7b8-9ef2dae09e4c,public-global-vessel-identity:v3.0
Pacifc Surveyor,367490280,USA,United States of America,Fishing,Fishing,25.426111111111112,bcccb1e9a-a147-8253-523b-b69743edcb0c,public-global-vessel-identity:v3.0
Galway Bay,367320010,USA,United States of America,Fishing,Trawler,24.47555555555555,d30f480d3-35cc-54e7-91f9-41b9528296cc,public-global-vessel-identity:v3.0
Winona J,367479750,USA,United States of America,Fishing,Trawler,23.29027777777778,d5f0b2515-58ad-6aaa-855d-4b970966e3d8,public-global-vessel-identity:v3.0
F/V Chellissa,367162190,USA,United States of America,Fishing,Trawler,20.715,379609065-58e8-2b44-7cf0-e4693447d301,public-global-vessel-identity:v3.0
Bernadette,366233570,USA,United States of America,Fishing,Trawler,19.824444444444445,454a28f85-56e4-93cb-efa6-ff786439e8da,public-global-vessel-identity:v3.0
Ocean Invictus,367700050,USA,United States of America,Fishing,Trawler,18.115555555555556,74341c2b3-32dc-8fcd-c283-1a5ebcd6c621,public-global-vessel-identity:v3.0
Carter Jon,366969110,USA,United States of America,Fishing,Fishing,16.850555555555555,0f0f911f6-6dcc-0199-d463-a0e51ea46a03,public-global-vessel-identity:v3.0
Western Seas,367384040,USA,United States of America,Fishing,Fishing,14.644722222222223,bfa7d8213-35d6-c4fa-73e8-daa59bde17e3,public-global-vessel-identity:v3.0
Virginia  Anne,368045210,USA,United States of America,Fishing,Troller,14.400277777777779,caa924933-36a7-a093-8e6f-dfce40fcabe6,public-global-vessel-identity:v3.0
Sundad,367310250,USA,United States of America,Fishing,Trawler,13.480833333333333,d1a72ef08-8df9-c45d-93ae-27913dc17099,public-global-vessel-identity:v3.0
Excalibur,367664560,USA,United States of America,Fishing,Trawler,13.440555555555557,a008da33f-fcb9-e953-1ee5-f0e7046bd69c,public-global-vessel-identity:v3.0
Desire,367675920,USA,United States of America,Fishing,Inconclusive,12.236944444444445,ef3cf8b1b-bc8f-fbbf-5aa7-e59c2397c453,public-global-vessel-identity:v3.0
Pacific Glacier,366946000,USA,United States of America,Fishing,Trawler,10.40638888888889,e5eb73df7-7c19-2810-1f9e-69647e59ca01,public-global-vessel-identity:v3.0
Arctic Storm,368555000,USA,United States of America,Fishing,Trawler,10.320277777777777,e05594fb2-20f2-3aba-083a-44be954535d2,public-global-vessel-identity:v3.0
Southeast,367531260,USA,United States of America,Fishing,Fishing,10.303333333333333,20de0d4dc-c1fe-5d30-3ca2-f575a0af55dd,public-global-vessel-identity:v3.0
Yazmond,367123290,USA,United States of America,Fishing,Fishing,10.22777777777778,56c09c54f-f919-ca56-6094-9106550c0425,public-global-vessel-identity:v3.0
Kylie Lynn,366780440,USA,United States of America,Fishing,Fishing,10.07361111111111,e6f48b33a-a270-99f5-9355-e6f8741bf189,public-global-vessel-identity:v3.0
Zora Belle,369501000,USA,United States of America,Fishing,Fishing,8.470833333333333,37d80be97-7ec1-917b-b8a6-b33593af9037,public-global-vessel-identity:v3.0
Ballad,367167790,USA,United States of America,Fishing,Fishing,7.796388888888889,587c32ffc-c20a-85cf-87a4-0ed3287b4d18,public-global-vessel-identity:v3.0
Texas Lady,367721920,USA,United States of America,Fishing,Trawler,7.0825,ebe502ca4-4628-80fe-65b0-c5d9b309609d,public-global-vessel-identity:v3.0
Day Star,367402670,USA,United States of America,Fishing,Troller,7.008333333333333,468657259-98fe-9591-befd-aad2fe5ad49b,public-global-vessel-identity:v3.0
Major Steppen Stone,367651850,USA,United States of America,Fishing,Troller,6.916666666666667,e3f9a637d-dc2e-8a3a-e899-d9809625b1ea,public-global-vessel-identity:v3.0
Skookumchuck Pisces,367499870,USA,United States of America,Fishing,Fishing,6.729166666666667,6465f0de6-6364-e8d3-1b51-66cb2aa6171e,public-global-vessel-identity:v3.0
Capt Ryan,366954430,USA,United States of America,Fishing,Trawler,6.09611111111111,f6afc99b0-095e-6d67-8a9a-57ba84890658,public-global-vessel-identity:v3.0
Ossian,366773410,USA,United States of America,Fishing,Trawler,5.863888888888889,a30ac482e-e863-001e-346f-7e9e4dc62ebe,public-global-vessel-identity:v3.0
St John II,366712000,USA,United States of America,Fishing,Set longline,5.748888888888889,d15f61c79-9fa9-9abb-1710-cf5d85a8ee83,public-global-vessel-identity:v3.0
Sundad,367310250,USA,United States of America,Fishing,Trawler,5.508611111111111,e99037c0c-c11e-81cb-fd57-601a6db89f89,public-global-vessel-identity:v3.0
Northern Eagle,368085000,USA,United States of America,Fishing,Trawler,5.033888888888889,a401e743a-a6e5-5102-c90e-c52bdcadddb1,public-global-vessel-identity:v3.0
F/V Coho,368319000,USA,United States of America,Fishing,Trawler,4.554166666666667,98415d7a1-152b-8047-ea18-6cceb8db0d41,public-global-vessel-identity:v3.0
Seven Daughters,367721000,USA,United States of America,Fishing,Fishing,4.541666666666666,e2aa77858-8bd1-e192-74dc-215390f4da1c,public-global-vessel-identity:v3.0
Westernbreeze,367408970,USA,United States of America,Fishing,Trawler,3.968055555555556,45b03866e-e212-350c-85ac-68e961c690d8,public-global-vessel-identity:v3.0
Scandia,338287000,USA,United States of America,Fishing,Fishing,3.2080555555555557,c22e43190-0ded-2af6-08e6-288e77655fe1,public-global-vessel-identity:v3.0
Marathon,367085290,USA,United States of America,Fishing,Trawler,2.9641666666666673,e7e88d830-0001-9d67-5620-ac72876ef65f,public-global-vessel-identity:v3.0
Galway Bay,367320010,USA,United States of America,Fishing,Trawler,2.831111111111111,271439f8f-fd2d-6c52-2333-88d102efa0eb,public-global-vessel-identity:v3.0
Warrior II,367145530,USA,United States of America,Fishing,Trawler,2.607222222222222,c18fc9409-94a9-6a82-aec9-23d236da6a94,public-global-vessel-identity:v3.0
Aloha,367077760,USA,United States of America,Fishing,Fishing,2.4000000000000004,c09bffca8-8bf7-ceeb-f291-5e5053b4114c,public-global-vessel-identity:v3.0
Molly Ann,367732680,USA,United States of America,Fishing,Fishing,2.3669444444444445,4f830ab80-05d8-3e92-24da-b2ccead91a11,public-global-vessel-identity:v3.0
Kaya C,367595030,USA,United States of America,Fishing,Fishing,2.033611111111111,6bc341851-1ae1-8bdd-d691-e91bf7c031ba,public-global-vessel-identity:v3.0
Carter Jon,366969110,USA,United States of America,Fishing,Fishing,1.8902777777777777,a87606a32-2ee3-bfc2-20bc-3397a7efb0bd,public-global-vessel-identity:v3.0
Searcher 1,366831470,USA,United States of America,Fishing,Trawler,1.825277777777778,f498ec327-7add-1c2d-6053-a02e3de440d5,public-global-vessel-identity:v3.0
Cape Foulweather,367134190,USA,United States of America,Fishing,Trawler,1.7919444444444446,4daca5a71-1a9d-3520-13d2-0e8be05f4571,public-global-vessel-identity:v3.0
Michele Ann,367331060,USA,United States of America,Fishing,Fishing,0.9355555555555556,1e11a86fc-c5f5-2c0e-cabc-8df5d508bddc,public-global-vessel-identity:v3.0
Pacific Challenger,367326360,USA,United States of America,Fishing,Trawler,0.8772222222222222,c50c30625-50b2-06ad-108e-58de59e7dcda,public-global-vessel-identity:v3.0
Persistent,367078530,USA,United States of America,Fishing,Fishing,0.8427777777777778,08d2dcb5d-db1a-caec-5a64-80249ea2d265,public-global-vessel-identity:v3.0
Skookumchuck Pisces,367499870,USA,United States of America,Fishing,Fishing,0.5669444444444445,ef6af73bb-bf8c-1d9b-b265-540fa9dc3d35,public-global-vessel-identity:v3.0
Shellfish,366950140,USA,United States of America,Fishing,Fishing,0.24138888888888888,6e843ccfb-b5bd-61e3-bab4-f1a093ffec66,public-global-vessel-identity:v3.0
