name,MMSI,flag,flag translated,GFW vessel type,GFW gear type,hours,vesselId,dataset
Vigorous,367349810,USA,United States of America,Fishing,Set longline,5.225555555555555,8a2ff3b82-280d-7de0-e5b6-926a50853acc,public-global-vessel-identity:v3.0
Cape Foulweather,367134190,USA,United States of America,Fishing,Trawler,4.883055555555556,4daca5a71-1a9d-3520-13d2-0e8be05f4571,public-global-vessel-identity:v3.0
Janice R,367713520,USA,United States of America,Fishing,Troller,4.775555555555555,a458bfb4b-b867-9d86-eff8-508db51dd5ee,public-global-vessel-identity:v3.0
Captain Raleigh,367155110,USA,United States of America,Fishing,Fishing,4.192777777777778,9df5816cf-f8b7-353d-46ee-e8cdc1e8de8a,public-global-vessel-identity:v3.0
Akvavit,368063210,USA,United States of America,Fishing,Troller,4.044166666666667,8600f0da2-20a9-1923-ae8a-89b1d2fcc1a3,public-global-vessel-identity:v3.0
Dream Catcher,366813420,USA,United States of America,Fishing,Troller,3.3922222222222222,b4b4c25be-e436-514f-61a8-b0a77cedbbd8,public-global-vessel-identity:v3.0
Holly H,367379720,USA,United States of America,Fishing,Fishing,2.541944444444445,4c267c951-11ef-2517-29fc-aa1780c4c550,public-global-vessel-identity:v3.0
Longfin,367028360,USA,United States of America,Fishing,Troller,2.4869444444444446,5df632fbd-d37a-7a87-60b1-fd08c58b55cb,public-global-vessel-identity:v3.0
Calamari,367355270,USA,United States of America,Fishing,Trawler,2.123611111111111,e119b3dd9-9916-df90-d5c7-594c228eb2d5,public-global-vessel-identity:v3.0
Grumpy J,367450580,USA,United States of America,Fishing,Trawler,2.0941666666666667,0fe138bcb-b1f3-b370-fccc-8b23706521e8,public-global-vessel-identity:v3.0
Peso II,367020280,USA,United States of America,Fishing,Fishing,1.9511111111111112,127a76737-75a8-ccf9-8f97-4507b37f7871,public-global-vessel-identity:v3.0
Sarah Belle,367584940,USA,United States of America,Fishing,Trawler,1.7563888888888888,e6a380e20-06fa-2989-16c4-d60d1af90a2e,public-global-vessel-identity:v3.0
Alecat,367535010,USA,United States of America,Fishing,Troller,1.4411111111111112,72fbbec6f-f27f-b284-2bb1-8d56d9282171,public-global-vessel-identity:v3.0
Shellfish,366950140,USA,United States of America,Fishing,Fishing,0.32166666666666666,908c84b38-8dab-7628-b7b9-ce8ce5bdd75d,public-global-vessel-identity:v3.0
